City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
156,sao miguel do iguacu,0,BR,1525125600,83,-25.35,-54.24,82.4,2.24
157,isangel,56,VU,1525129469,100,-19.55,169.27,75.61,13.44
158,natal,80,BR,1525129231,94,-5.81,-35.21,75.97,9.08
159,ouango,56,CD,1525129528,94,4.31,22.55,72.28,2.15
160,saint-leu,90,RE,1525127400,68,-21.15,55.28,75.2,5.82
161,ropcha,0,UA,1525127400,71,48.1,25.76,55.4,9.17
162,honningsvag,88,NO,1525129528,100,70.98,25.97,30.34,4.16
163,tura,8,IN,1525129457,98,25.52,90.21,66.52,3.94
164,castro,92,CL,1525129462,100,-42.48,-73.76,45.37,2.93
165,bundaberg,92,AU,1525129471,100,-24.87,152.35,73.81,18.59
166,fortuna,75,ES,1525127400,87,38.18,-1.13,57.2,2.24
167,ostrovnoy,56,RU,1525129438,85,68.05,39.51,24.67,6.62
168,tocopilla,64,CL,1525129529,100,-22.09,-70.2,61.3,5.73
169,wanning,0,AT,1525126800,66,48.64,13.53,53.6,8.05
170,magadan,0,RU,1525127400,55,59.56,150.8,35.6,3.49
171,lagoa,0,PT,1525127400,76,37.14,-8.45,53.6,9.17
172,oranjestad,40,AW,1525125600,83,12.52,-70.03,82.4,20.8
173,tateyama,75,JP,1525125600,55,36.66,137.31,64.4,5.82
174,taoudenni,0,ML,1525129530,18,22.68,-3.98,67.78,9.98
175,camacha,20,PT,1525127400,76,33.08,-16.33,60.8,8.05
176,artesia,1,US,1525127700,10,32.84,-104.4,89.6,18.34
177,chuy,0,UY,1525129437,92,-33.69,-53.46,61.93,13.78
178,luchenza,88,MW,1525129530,95,-16.01,35.31,64.81,2.93
179,khatanga,88,RU,1525129438,95,71.98,102.47,20.89,15.01
180,hambantota,36,LK,1525129530,100,6.12,81.12,82.0,9.42
181,urusha,20,RU,1525129530,49,54.05,122.9,43.48,3.38
182,san policarpo,100,PH,1525129531,96,12.18,125.51,81.82,10.09
183,leningradskiy,36,RU,1525129531,100,69.38,178.42,17.56,22.73
184,outjo,0,NA,1525129531,66,-20.11,16.16,52.57,4.05
185,temirtau,0,KZ,1525127400,81,50.05,72.96,42.8,6.71
186,dhidhdhoo,32,MV,1525129531,100,6.88,73.1,82.45,4.16
187,severo-kurilsk,44,RU,1525129447,95,50.68,156.12,34.66,7.63
188,bria,8,CF,1525129531,76,6.54,21.99,74.26,4.61
189,namibe,0,AO,1525129532,100,-15.19,12.15,77.68,7.18
190,contamana,20,PE,1525129532,70,-7.35,-75.01,82.9,3.49
191,seoul,75,KR,1525127400,82,37.57,126.98,66.2,2.24
192,moree,20,AU,1525129532,56,-29.46,149.84,65.08,4.61
193,port elizabeth,1,US,1525125360,20,39.31,-74.98,68.0,17.22
194,harper,75,US,1525128660,57,30.3,-99.24,78.8,17.22
195,corowa,0,AU,1525125600,86,-36.0,146.39,44.6,4.5
196,kargasok,0,RU,1525129500,98,59.06,80.87,36.82,4.5
197,itarema,56,BR,1525129533,99,-2.92,-39.92,75.52,4.38
198,katherine,0,AU,1525127400,78,-14.47,132.26,71.6,4.7
199,necochea,24,AR,1525129533,89,-38.55,-58.74,48.61,5.5
200,trairi,56,BR,1525129533,100,-3.28,-39.27,81.64,13.0
201,vila franca do campo,20,PT,1525127400,87,37.72,-25.43,59.0,9.17
202,pangnirtung,48,CA,1525129459,86,66.15,-65.72,4.15,19.71
203,sorland,0,NO,1525129534,100,67.67,12.69,38.8,14.56
204,nagybaracska,0,HU,1525127400,93,46.04,18.91,60.8,8.05
205,flinders,0,AU,1525125600,76,-34.58,150.85,53.6,12.75
206,mandalgovi,0,MN,1525129534,70,45.76,106.27,35.29,4.94
207,nemuro,44,JP,1525129534,91,43.32,145.57,41.32,11.54
208,mabaruma,92,GY,1525129534,83,8.2,-59.78,79.84,8.08
209,chapais,1,CA,1525125600,16,49.78,-74.86,55.4,9.17
210,lagoa da prata,24,BR,1525129534,60,-20.02,-45.54,67.69,4.05
211,nome,75,US,1525127700,57,30.04,-94.42,77.0,11.41
212,sola,75,NO,1525126800,76,58.89,5.65,50.0,4.7
213,prince rupert,90,CA,1525125600,70,54.32,-130.32,46.4,9.17
214,jardim,32,BR,1525129535,63,-21.48,-56.15,77.86,3.15
215,yulara,0,AU,1525129486,35,-25.24,130.99,64.09,8.41
216,ribeira grande,92,PT,1525129492,100,38.52,-28.7,61.3,15.23
217,haimen,92,CN,1525129535,88,31.87,121.18,69.04,6.17
218,araouane,0,ML,1525129535,12,18.9,-3.53,76.51,11.1
219,svetlaya,0,RU,1525129536,70,46.54,138.33,46.54,5.39
220,tezu,92,IN,1525129536,81,27.93,96.16,58.87,1.36
221,shelburne,1,CA,1525125600,25,44.08,-80.2,66.2,8.05
222,grand gaube,40,MU,1525125600,73,-20.01,57.66,77.0,11.41
223,gamboma,64,CG,1525129536,90,-1.87,15.88,74.26,6.62
224,samarai,92,PG,1525129536,100,-10.62,150.67,80.92,18.25
225,susice,75,CZ,1525125600,66,49.23,13.52,53.6,4.7
226,cabo san lucas,5,MX,1525124640,42,22.89,-109.91,82.4,10.29
227,norman wells,75,CA,1525125600,44,65.28,-126.83,41.0,4.7
228,arraial do cabo,0,BR,1525125600,83,-22.97,-42.02,73.4,6.93
229,te anau,64,NZ,1525129478,96,-45.41,167.72,48.7,3.94
230,ouadda,56,CF,1525129537,56,8.07,22.4,78.94,6.73
231,kutum,0,SD,1525129537,36,14.2,24.66,62.47,5.61
232,vila,0,IT,1525126800,58,45.18,8.4,57.2,6.93
233,djibo,0,BF,1525129537,63,14.1,-1.63,78.85,2.71
234,amahai,68,ID,1525129537,100,-3.31,129.0,81.37,6.17
235,kajaani,0,FI,1525126800,69,64.22,27.73,39.2,2.24
236,narsaq,90,GL,1525125000,86,60.91,-46.05,26.6,10.29
237,santa fe,100,AR,1525129489,98,-31.62,-60.7,68.68,11.54
238,oyama,75,JP,1525125600,93,36.31,139.8,62.6,2.24
239,ukiah,1,US,1525125360,42,39.15,-123.21,64.4,9.17
240,onega,0,RU,1525129539,95,63.91,38.09,22.6,5.95
241,maracas,20,TT,1525125600,69,10.76,-61.44,82.4,14.99
242,petropavlovka,0,RU,1525129539,82,50.61,105.32,39.97,2.37
243,selma,1,US,1525127700,32,36.57,-119.61,71.6,8.05
244,urbano santos,88,BR,1525129539,96,-3.2,-43.39,73.9,5.06
245,pueblo nuevo,0,MX,1525129540,41,23.99,-106.96,85.87,4.05
246,empalme,40,MX,1525124400,22,27.96,-110.81,86.0,18.34
247,aborlan,20,PH,1525125600,88,9.44,118.55,77.0,6.93
248,ortigueira,0,ES,1525127400,70,43.68,-7.85,48.2,2.24
249,nacala,56,MZ,1525129210,94,-14.56,40.69,81.01,11.77
250,khorinsk,0,RU,1525129541,45,52.16,109.78,35.47,3.15
251,mount isa,32,AU,1525125600,43,-20.73,139.49,71.6,4.7
252,neuquen,0,AR,1525125600,47,-38.95,-68.06,57.2,9.17
253,nikolskoye,88,RU,1525127400,86,59.7,30.79,41.0,8.95
254,waiuku,56,NZ,1525127400,82,-37.25,174.73,64.4,4.7
255,erdaojiang,88,CN,1525129541,66,41.78,126.03,52.57,3.04
256,cortez,20,US,1525125180,8,37.35,-108.58,69.8,24.16
257,gravdal,92,NO,1525126800,61,59.79,5.78,50.0,6.93
258,mar del plata,12,AR,1525129448,72,-46.43,-67.52,45.19,13.11
259,plastun,48,RU,1525129542,47,44.76,136.29,52.39,2.48
260,matamoros,90,US,1525128720,61,25.87,-97.51,86.0,20.8
261,keti bandar,0,PK,1525129542,95,24.14,67.45,83.17,17.81
262,novikovo,0,UA,1525129542,92,45.05,34.56,49.42,3.71
263,los gatos,20,US,1525127700,51,37.23,-121.97,66.2,17.22
264,jodhpur,0,IN,1525129543,33,26.3,73.04,74.89,6.06
265,zhaoyuan,80,CN,1525129543,40,45.52,125.08,57.34,8.41
266,salalah,75,OM,1525125000,83,17.01,54.1,84.2,8.05
267,warrnambool,0,AU,1525129543,97,-38.38,142.48,57.25,8.75
268,kvarkeno,80,RU,1525129543,65,52.08,59.73,37.27,10.42
269,lakatoro,75,VU,1525125600,88,-16.11,167.42,78.8,6.93
270,kavaratti,0,IN,1525129479,100,10.57,72.64,85.24,2.71
271,san quintin,20,PH,1525125600,94,17.54,120.52,77.0,2.24
272,pangkalanbuun,44,ID,1525129544,89,-2.68,111.62,78.22,4.61
273,namatanai,68,PG,1525129544,100,-3.66,152.44,82.0,10.65
274,mancora,12,PE,1525129544,68,-4.1,-81.05,77.41,3.71
275,yoichi,0,JP,1525129544,84,43.19,140.77,49.33,3.49
276,meulaboh,32,ID,1525129453,100,4.14,96.13,79.21,2.71
277,kruisfontein,0,ZA,1525129453,87,-34.0,24.73,61.39,12.1
278,casa grande,1,US,1525125360,13,32.88,-111.76,84.2,13.87
279,fonte boa,32,BR,1525129545,95,-2.51,-66.09,74.71,1.92
280,saldanha,24,PT,1525129441,99,41.42,-6.55,38.26,2.15
281,comodoro rivadavia,0,AR,1525125600,37,-45.87,-67.48,53.6,4.7
282,jiblah,48,YE,1525129545,89,13.92,44.15,57.7,2.15
283,la ronge,20,CA,1525125600,14,55.1,-105.3,51.8,8.05
284,dukat,12,RS,1525129545,93,42.44,22.31,49.6,2.15
285,bulawayo,24,ZW,1525129545,80,-20.16,28.59,54.91,7.63
286,piterka,12,RU,1525129545,40,50.68,47.44,60.31,14.23
287,muros,20,ES,1525127400,81,42.77,-9.06,44.6,3.36
288,sardhana,0,IN,1525129546,63,29.15,77.61,74.26,15.57
289,shingu,8,JP,1525129452,82,33.72,135.99,67.78,2.37
290,kapit,64,MY,1525129546,97,2.02,112.94,75.16,2.71
291,saint-augustin,75,FR,1525127400,93,44.83,-0.61,46.4,3.36
292,zyryanovsk,92,KZ,1525129546,74,49.74,84.27,48.07,3.15
293,sierre,75,CH,1525126800,54,46.29,7.53,55.4,3.36
294,acapulco,75,MX,1525124700,62,16.86,-99.88,86.0,9.17
295,zhanakorgan,0,KZ,1525129546,57,43.91,67.25,52.12,10.98
296,saint-francois,75,FR,1525127400,87,46.42,3.91,46.4,4.7
297,kralendijk,92,BQ,1525125300,78,12.15,-68.27,82.4,18.34
298,hualmay,44,PE,1525129449,86,-11.1,-77.61,68.86,5.73
299,dodge city,1,US,1525125240,37,37.75,-100.02,82.4,35.57
300,nhulunbuy,90,AU,1525125600,74,-12.18,136.78,78.8,6.93
301,pandan,64,PH,1525129547,100,11.72,122.09,80.47,8.08
302,tautira,20,PF,1525127400,62,-17.73,-149.15,86.0,9.17
303,manzhouli,8,CN,1525129547,31,49.6,117.43,45.73,4.72
304,kendal,20,ID,1525129548,90,-6.92,110.2,74.44,2.71
305,gediz,8,TR,1525129548,89,38.99,29.39,46.54,2.15
306,maiduguri,0,NG,1525129440,42,11.84,13.15,78.67,5.06
307,mehamn,76,NO,1525129548,94,71.03,27.85,30.16,5.61
308,antofagasta,75,CL,1525125600,77,-23.65,-70.4,62.6,12.75
309,mangai,32,CD,1525129548,93,-4.07,19.59,75.16,2.04
310,avera,1,US,1525127700,23,33.19,-82.53,77.0,2.59
311,pisco,0,PE,1525125600,73,-13.71,-76.2,71.6,23.04
312,jennings,1,US,1525127700,32,30.22,-92.66,82.4,6.93
313,lavrentiya,36,RU,1525129494,100,65.58,-170.99,23.14,22.06
314,nuuk,90,GL,1525125000,79,64.17,-51.74,28.4,12.75
315,coolum beach,0,AU,1525129549,76,-26.53,153.09,73.54,9.08
316,okha,68,RU,1525129549,95,53.59,142.95,32.5,8.41
317,lima,44,PE,1525129549,85,-12.06,-77.04,64.09,2.15
318,bambous virieux,40,MU,1525125600,73,-20.34,57.76,77.0,11.41
319,honolulu,75,US,1525125420,54,21.3,-157.86,78.8,13.87
320,georgetown,20,GY,1525125600,78,6.8,-58.16,80.6,11.41
321,yenagoa,44,NG,1525129549,93,4.92,6.26,75.43,4.94
322,tsaratanana,0,MG,1525129550,74,-16.8,47.65,69.31,13.44
323,lakes entrance,0,AU,1525129550,86,-37.88,147.99,58.06,3.94
324,villa carlos paz,90,AR,1525125600,100,-31.42,-64.5,60.8,9.17
325,zhezkazgan,0,KZ,1525129550,68,47.8,67.71,38.89,7.63
326,cookeville,1,US,1525127700,23,36.16,-85.5,75.2,4.7
327,amapa,88,HN,1525129550,88,15.09,-87.97,73.09,2.04
328,artyom,92,RU,1525127400,45,43.36,132.19,46.4,4.47
329,imeni poliny osipenko,0,RU,1525129550,65,52.42,136.49,42.49,4.61
330,provost,0,CA,1525129551,31,52.35,-110.26,56.53,4.72
331,paamiut,92,GL,1525129441,93,61.99,-49.67,33.67,13.78
332,christchurch,0,NZ,1525127400,81,-43.53,172.64,53.6,1.12
333,orshanka,0,RU,1525129551,95,56.92,47.89,38.17,6.4
334,waipawa,20,NZ,1525129551,92,-39.94,176.59,60.31,6.96
335,kayseri,20,TR,1525126800,71,38.73,35.48,51.8,2.24
336,kizilskoye,92,RU,1525129551,90,52.73,58.89,39.43,8.97
337,zemio,64,CF,1525129552,90,5.02,25.13,71.47,2.59
338,san cristobal,90,EC,1525125600,76,-0.39,-78.55,57.2,5.82
339,russell,0,AR,1525125600,51,-33.01,-68.8,62.6,3.36
340,leninskoye,0,RU,1525127400,93,54.82,82.85,44.6,6.71
341,ludvika,92,SE,1525126800,60,60.15,15.18,41.0,6.93
342,hrodna,0,BY,1525129553,69,53.68,23.83,63.82,14.0
343,belogorsk,0,UA,1525129553,92,45.06,34.59,49.42,3.71
